record_id,employee_id,manager_id,department,job_family,location,job_level,pay_type,hire_date,termination_date,base_pay_rate,pay_period_index,pay_period_start,pay_period_end,employment_status,tenure_months,regular_hours,overtime_hours,pay_rate,bonus,commission,retro_pay,manual_adjustment,gross_pay,deductions,net_pay,is_anomaly,anomaly_category,anomaly_dollars
9732,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,7,2024-03-29,2024-04-11,active,12,80.0,1.19,3367.07,0.0,0.0,0.0,0.0,3575.98,583.76,2992.22,0,normal,0.0
9733,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,8,2024-04-12,2024-04-25,active,12,80.0,0.26,3367.07,0.0,0.0,0.0,0.0,3558.18,948.87,2609.31,0,normal,0.0
9734,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,9,2024-04-26,2024-05-09,active,13,80.0,0.45,3367.07,0.0,0.0,0.0,0.0,3493.76,970.97,2522.78,0,normal,0.0
9735,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,10,2024-05-10,2024-05-23,active,13,80.0,2.02,3367.07,1073.29,0.0,0.0,0.0,4492.96,1032.09,3460.87,0,normal,0.0
9736,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,11,2024-05-24,2024-06-06,active,14,80.0,0.0,3367.07,0.0,0.0,0.0,0.0,3465.48,664.96,2800.51,0,normal,0.0
9737,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,12,2024-06-07,2024-06-20,active,14,80.0,0.0,3367.07,0.0,0.0,0.0,0.0,3403.63,408.45,2995.18,0,normal,0.0
9738,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,13,2024-06-21,2024-07-04,active,15,80.0,0.98,3367.07,0.0,0.0,0.0,0.0,3409.71,761.51,2648.2,0,normal,0.0
9739,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,14,2024-07-05,2024-07-18,active,15,80.0,1.52,3367.07,0.0,0.0,0.0,0.0,3402.0,841.92,2560.08,0,normal,0.0
9740,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,15,2024-07-19,2024-08-01,active,16,80.0,2.69,3367.07,0.0,0.0,0.0,0.0,3339.16,549.23,2789.92,0,normal,0.0
9741,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,16,2024-08-02,2024-08-15,active,16,80.0,2.41,3367.07,0.0,0.0,0.0,0.0,3221.62,597.56,2624.06,0,normal,0.0
9742,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,17,2024-08-16,2024-08-29,active,17,80.0,0.0,3367.07,0.0,0.0,0.0,0.0,3177.79,912.18,2265.61,0,normal,0.0
9743,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,18,2024-08-30,2024-09-12,active,17,80.0,1.44,3367.07,0.0,0.0,0.0,0.0,3199.71,784.89,2414.82,0,normal,0.0
9744,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,19,2024-09-13,2024-09-26,active,17,80.0,1.14,3367.07,0.0,0.0,0.0,0.0,3049.33,548.13,2501.2,0,normal,0.0
9745,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,20,2024-09-27,2024-10-10,active,18,80.0,1.44,3367.07,0.0,0.0,0.0,0.0,3281.67,713.16,2568.5,0,normal,0.0
9746,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,21,2024-10-11,2024-10-24,active,18,80.0,2.42,3367.07,0.0,0.0,0.0,0.0,3227.35,776.55,2450.79,0,normal,0.0
9747,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,22,2024-10-25,2024-11-07,active,19,80.0,1.44,3367.07,0.0,0.0,0.0,0.0,3147.97,481.57,2666.4,0,normal,0.0
9748,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,23,2024-11-08,2024-11-21,active,19,80.0,1.51,3367.07,1121.68,0.0,0.0,0.0,4353.41,946.66,3406.74,0,normal,0.0
9749,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,24,2024-11-22,2024-12-05,active,20,80.0,1.81,3367.07,0.0,0.0,0.0,0.0,3220.41,839.19,2381.22,0,normal,0.0
9750,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,25,2024-12-06,2024-12-19,active,20,80.0,1.17,3367.07,0.0,0.0,76.15,0.0,3487.97,553.78,2934.18,0,normal,0.0
9751,SYN-E00384,SYN-M0043,Engineering,Infrastructure,Remote,1,salaried,2023-04-06,,3367.07,26,2024-12-20,2025-01-02,active,21,80.0,0.64,3367.07,0.0,0.0,0.0,0.0,3337.01,879.7,2457.3,0,normal,0.0
9752,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,1,2024-01-05,2024-01-18,active,56,78.62,7.02,54.31,0.0,0.0,0.0,0.0,4846.84,938.94,3907.9,0,normal,0.0
9753,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,2,2024-01-19,2024-02-01,active,56,78.59,0.2,54.31,0.0,0.0,0.0,0.0,4327.8,1137.22,3190.57,0,normal,0.0
9754,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,3,2024-02-02,2024-02-15,active,57,74.02,0.38,54.31,0.0,238.11,0.0,107.28,4323.8,843.41,3480.39,0,normal,0.0
9755,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,4,2024-02-16,2024-02-29,active,57,79.41,3.93,54.31,0.0,0.0,0.0,0.0,4594.29,953.82,3640.46,0,normal,0.0
9756,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,5,2024-03-01,2024-03-14,active,58,82.02,2.61,54.31,291.99,0.0,0.0,0.0,4976.44,1144.7,3831.74,0,normal,0.0
9757,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,6,2024-03-15,2024-03-28,active,58,84.82,3.45,54.31,0.0,0.0,0.0,0.0,4986.45,1536.12,3450.33,0,normal,0.0
9758,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,7,2024-03-29,2024-04-11,active,58,81.67,3.21,54.31,0.0,0.0,0.0,0.0,4625.66,876.3,3749.35,0,normal,0.0
9759,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,8,2024-04-12,2024-04-25,active,59,77.66,0.79,54.31,0.0,238.33,0.0,0.0,4609.01,813.94,3795.07,0,normal,0.0
9760,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,9,2024-04-26,2024-05-09,active,59,86.0,6.47,54.31,0.0,470.09,0.0,0.0,5679.86,1638.3,4041.56,0,normal,0.0
9761,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,10,2024-05-10,2024-05-23,active,60,76.83,0.94,54.31,0.0,1757.01,0.0,0.0,5928.49,1303.23,4625.26,0,normal,0.0
9762,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,11,2024-05-24,2024-06-06,active,60,86.0,4.56,54.31,0.0,0.0,0.0,0.0,5069.77,1095.15,3974.62,0,normal,0.0
9763,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,12,2024-06-07,2024-06-20,active,61,77.72,1.21,54.31,1023.62,1135.98,0.0,0.0,6458.62,1835.7,4622.92,0,normal,0.0
9764,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,13,2024-06-21,2024-07-04,active,61,79.56,0.29,59.2,188.63,239.35,0.0,0.0,5123.82,1404.97,3718.84,0,normal,0.0
9765,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,14,2024-07-05,2024-07-18,active,62,76.47,2.84,59.2,0.0,0.0,0.0,0.0,4750.37,1062.86,3687.51,0,normal,0.0
9766,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,15,2024-07-19,2024-08-01,active,62,74.01,2.51,59.2,0.0,943.3,0.0,0.0,5514.84,999.7,4515.14,0,normal,0.0
9767,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,16,2024-08-02,2024-08-15,active,63,73.44,0.81,59.2,0.0,641.61,0.0,0.0,5022.58,1354.51,3668.07,0,normal,0.0
9768,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,17,2024-08-16,2024-08-29,active,63,79.15,1.21,59.2,0.0,727.88,0.0,0.0,5562.03,1514.13,4047.9,0,normal,0.0
9769,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,18,2024-08-30,2024-09-12,active,64,79.14,0.94,59.2,0.0,494.26,0.0,0.0,5211.88,1252.16,3959.72,0,normal,0.0
9770,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,19,2024-09-13,2024-09-26,active,64,74.88,0.53,59.2,0.0,0.0,0.0,-193.27,4282.59,1100.18,3182.41,0,normal,0.0
9771,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,20,2024-09-27,2024-10-10,active,65,72.75,0.79,59.2,0.0,0.0,0.0,0.0,4453.72,1030.19,3423.53,0,normal,0.0
9772,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,21,2024-10-11,2024-10-24,active,65,69.1,0.35,59.2,0.0,0.0,0.0,0.0,4183.69,915.28,3268.42,0,normal,0.0
9773,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,22,2024-10-25,2024-11-07,active,65,82.64,2.0,59.2,591.98,0.0,0.0,0.0,5518.22,1332.54,4185.67,0,normal,0.0
9774,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,20,2024-11-08,2024-11-21,active,66,74.44,3.96,59.2,0.0,331.15,0.0,0.0,9928.3,1037.57,8890.73,1,department_payroll_spike,4702.88
9775,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,24,2024-11-22,2024-12-05,active,66,78.75,1.73,59.2,0.0,169.51,0.0,0.0,4905.95,991.77,3914.18,0,normal,0.0
9776,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,25,2024-12-06,2024-12-19,active,67,73.48,3.15,59.2,0.0,0.0,0.0,0.0,4716.62,887.63,3828.99,0,normal,0.0
9777,SYN-E00385,SYN-M0053,Sales,Manager,Seattle,2,hourly,2019-06-08,,54.31,26,2024-12-20,2025-01-02,active,67,86.0,0.95,59.2,0.0,692.34,0.0,0.0,5884.25,1053.63,4830.62,0,normal,0.0
9778,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,1,2024-01-05,2024-01-18,active,90,80.0,3.36,5502.63,0.0,0.0,0.0,3.97,5631.44,1388.0,4243.44,0,normal,0.0
9779,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,2,2024-01-19,2024-02-01,active,90,80.0,0.0,5502.63,0.0,0.0,0.0,0.0,5655.53,1102.44,4553.09,0,normal,0.0
9780,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,3,2024-02-02,2024-02-15,active,91,80.0,0.0,5502.63,0.0,0.0,0.0,0.0,5709.64,1471.19,4238.45,0,normal,0.0
9781,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,4,2024-02-16,2024-02-29,active,91,80.0,0.43,5502.63,0.0,0.0,0.0,0.0,5716.91,1315.9,4401.01,0,normal,0.0
9782,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,5,2024-03-01,2024-03-14,active,91,80.0,2.28,5502.63,0.0,0.0,0.0,0.0,5835.98,1654.58,4181.4,0,normal,0.0
9783,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,6,2024-03-15,2024-03-28,active,92,80.0,1.67,5502.63,0.0,0.0,0.0,0.0,5769.19,1479.93,4289.25,0,normal,0.0
9784,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,7,2024-03-29,2024-04-11,active,92,80.0,1.68,5502.63,0.0,0.0,0.0,0.0,5944.97,1469.83,4475.15,0,normal,0.0
9785,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,8,2024-04-12,2024-04-25,active,93,80.0,0.0,5502.63,0.0,0.0,0.0,0.0,5887.89,1089.15,4798.74,0,normal,0.0
9786,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,9,2024-04-26,2024-05-09,active,93,80.0,0.27,5502.63,0.0,0.0,0.0,0.0,5654.68,1166.52,4488.16,0,normal,0.0
9787,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,10,2024-05-10,2024-05-23,active,94,80.0,0.2,5502.63,0.0,0.0,0.0,0.0,5707.41,1323.97,4383.44,0,normal,0.0
9788,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,11,2024-05-24,2024-06-06,active,94,80.0,0.73,5502.63,0.0,0.0,0.0,0.0,5553.57,1742.51,3811.06,0,normal,0.0
9789,SYN-E00386,SYN-M0036,HR,Recruiting,Denver,3,salaried,2016-08-24,2024-06-21,5502.63,12,2024-06-07,2024-06-20,active,95,80.0,0.0,5502.63,0.0,0.0,0.0,0.0,5511.23,1207.85,4303.37,0,normal,0.0
9790,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,1,2024-01-05,2024-01-18,active,28,73.53,1.95,69.74,0.0,0.0,0.0,0.0,5289.68,1332.01,3957.67,0,normal,0.0
9791,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,2,2024-01-19,2024-02-01,active,28,78.88,6.01,69.74,0.0,0.0,0.0,0.0,6095.66,1656.35,4439.3,0,normal,0.0
9792,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,3,2024-02-02,2024-02-15,active,29,77.48,2.98,69.74,0.0,0.0,0.0,0.0,5801.11,1397.22,4403.89,0,normal,0.0
9793,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,4,2024-02-16,2024-02-29,active,29,85.67,10.05,69.74,0.0,0.0,0.0,0.0,7020.55,1442.69,5577.87,0,normal,0.0
9794,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,5,2024-03-01,2024-03-14,active,30,80.06,1.0,69.74,0.0,0.0,0.0,0.0,5570.26,1914.44,3655.82,0,normal,0.0
9795,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,6,2024-03-15,2024-03-28,active,30,74.22,0.04,69.74,0.0,0.0,0.0,0.0,5299.84,1661.84,3638.0,0,normal,0.0
9796,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,7,2024-03-29,2024-04-11,active,31,74.08,4.92,69.74,0.0,0.0,0.0,0.0,5637.82,1166.98,4470.84,0,normal,0.0
9797,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,8,2024-04-12,2024-04-25,active,31,86.0,1.36,69.74,0.0,0.0,0.0,0.0,6244.39,1213.8,5030.59,0,normal,0.0
9798,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,9,2024-04-26,2024-05-09,active,31,78.02,8.63,69.74,0.0,0.0,0.0,0.0,6426.05,1594.57,4831.48,0,normal,0.0
9799,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,10,2024-05-10,2024-05-23,active,32,73.89,0.78,69.74,0.0,0.0,0.0,0.0,5201.12,1317.49,3883.64,0,normal,0.0
9800,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,11,2024-05-24,2024-06-06,active,32,72.87,2.56,69.74,0.0,0.0,0.0,0.0,5333.45,1374.8,3958.65,0,normal,0.0
9801,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,12,2024-06-07,2024-06-20,active,33,81.65,0.59,69.74,0.0,0.0,0.0,0.0,5876.95,1043.34,4833.6,0,normal,0.0
9802,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,13,2024-06-21,2024-07-04,active,33,83.39,4.95,69.74,0.0,0.0,0.0,0.0,6339.83,1722.34,4617.49,0,normal,0.0
9803,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,14,2024-07-05,2024-07-18,active,34,84.33,1.61,69.74,0.0,0.0,60.05,0.0,6191.23,1952.75,4238.47,0,normal,0.0
9804,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,15,2024-07-19,2024-08-01,active,34,74.91,5.73,69.74,0.0,0.0,0.0,0.0,5919.49,1539.88,4379.61,0,normal,0.0
9805,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,16,2024-08-02,2024-08-15,active,35,74.01,2.09,69.74,0.0,0.0,0.0,0.0,5365.18,973.64,4391.54,0,normal,0.0
9806,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,17,2024-08-16,2024-08-29,active,35,84.44,2.64,69.74,0.0,0.0,0.0,0.0,6004.51,1699.14,4305.37,0,normal,0.0
9807,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,18,2024-08-30,2024-09-12,active,36,75.13,3.47,69.74,0.0,0.0,0.0,0.0,5504.13,1081.51,4422.62,0,normal,0.0
9808,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,19,2024-09-13,2024-09-26,active,36,79.42,4.31,69.74,0.0,0.0,0.0,0.0,6123.6,1217.18,4906.41,0,normal,0.0
9809,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,20,2024-09-27,2024-10-10,active,37,83.8,0.81,69.74,0.0,0.0,0.0,0.0,5893.47,1208.34,4685.13,0,normal,0.0
9810,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,21,2024-10-11,2024-10-24,active,37,75.5,7.22,69.74,0.0,0.0,0.0,0.0,6088.09,1979.15,4108.94,0,normal,0.0
9811,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,22,2024-10-25,2024-11-07,active,38,75.84,2.26,69.74,0.0,0.0,0.0,0.0,5518.8,1493.01,4025.79,0,normal,0.0
9812,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,23,2024-11-08,2024-11-21,active,38,76.88,0.96,69.74,0.0,0.0,0.0,73.17,5461.15,758.52,4702.64,0,normal,0.0
9813,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,24,2024-11-22,2024-12-05,active,38,68.92,2.15,69.74,0.0,0.0,0.0,0.0,4985.61,1102.84,3882.78,0,normal,0.0
9814,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,25,2024-12-06,2024-12-19,active,39,75.86,1.44,69.74,0.0,0.0,0.0,0.0,5441.68,1628.99,3812.69,0,normal,0.0
9815,SYN-E00387,SYN-M0006,Finance,Analyst,Denver,4,hourly,2021-09-23,,69.74,26,2024-12-20,2025-01-02,active,39,83.57,1.9,69.74,0.0,0.0,0.0,0.0,5977.64,1115.2,4862.44,0,normal,0.0
9816,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,1,2024-01-05,2024-01-18,active,119,71.87,1.78,47.26,0.0,0.0,0.0,0.0,3468.7,827.1,2641.6,0,normal,0.0
9817,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,2,2024-01-19,2024-02-01,active,120,73.52,2.87,47.26,0.0,0.0,0.0,0.0,3570.38,1008.6,2561.78,0,normal,0.0
9818,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,3,2024-02-02,2024-02-15,active,120,77.26,2.33,47.26,0.0,0.0,0.0,0.0,3814.63,827.83,2986.8,0,normal,0.0
9819,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,4,2024-02-16,2024-02-29,active,121,72.95,0.92,47.26,0.0,0.0,0.0,0.0,3575.89,800.07,2775.82,0,normal,0.0
9820,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,5,2024-03-01,2024-03-14,active,121,86.0,1.28,47.26,0.0,0.0,0.0,0.0,4153.47,1047.88,3105.59,0,normal,0.0
9821,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,6,2024-03-15,2024-03-28,active,122,76.03,1.32,47.26,0.0,0.0,0.0,0.0,3602.09,1110.56,2491.53,0,normal,0.0
9822,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,7,2024-03-29,2024-04-11,active,122,75.54,2.76,47.26,0.0,0.0,0.0,0.0,3874.14,958.73,2915.4,0,normal,0.0
9823,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,8,2024-04-12,2024-04-25,active,122,82.76,4.31,47.26,0.0,0.0,0.0,0.0,4290.7,942.22,3348.48,0,normal,0.0
9824,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,9,2024-04-26,2024-05-09,active,123,76.39,0.37,47.26,0.0,0.0,0.0,0.0,3646.28,915.49,2730.8,0,normal,0.0
9825,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,10,2024-05-10,2024-05-23,active,123,81.52,1.76,51.51,0.0,0.0,0.0,0.0,4320.09,1108.42,3211.67,0,normal,0.0
9826,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,11,2024-05-24,2024-06-06,active,124,79.56,5.58,51.51,0.0,0.0,0.0,0.0,4622.07,1079.89,3542.19,0,normal,0.0
9827,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,12,2024-06-07,2024-06-20,active,124,78.44,1.46,51.51,0.0,0.0,0.0,0.0,4115.64,616.85,3498.78,0,normal,0.0
9828,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,13,2024-06-21,2024-07-04,active,125,80.98,0.08,51.51,0.0,0.0,0.0,0.0,4319.09,999.65,3319.44,0,normal,0.0
9829,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,14,2024-07-05,2024-07-18,active,125,75.07,0.85,51.51,0.0,0.0,0.0,-250.78,3543.31,802.42,2740.89,0,normal,0.0
9830,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,15,2024-07-19,2024-08-01,active,126,82.5,2.3,51.51,0.0,0.0,0.0,0.0,4391.42,824.66,3566.77,0,normal,0.0
9831,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,16,2024-08-02,2024-08-15,active,126,81.31,1.38,51.51,0.0,0.0,0.0,0.0,4340.29,784.47,3555.81,0,normal,0.0
9832,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,17,2024-08-16,2024-08-29,active,127,79.25,1.3,51.51,0.0,0.0,0.0,0.0,4144.91,781.68,3363.23,0,normal,0.0
9833,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,18,2024-08-30,2024-09-12,active,127,85.21,7.93,51.51,0.0,0.0,0.0,0.0,5022.39,1162.46,3859.94,0,normal,0.0
9834,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,19,2024-09-13,2024-09-26,active,128,74.14,0.73,51.51,0.0,0.0,0.0,0.0,3853.89,1040.72,2813.17,0,normal,0.0
9835,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,20,2024-09-27,2024-10-10,active,128,77.02,8.82,51.51,0.0,0.0,0.0,-173.28,4455.91,727.26,3728.65,0,normal,0.0
9836,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,21,2024-10-11,2024-10-24,active,129,78.84,7.46,51.51,0.0,0.0,0.0,0.0,4731.27,1031.05,3700.22,0,normal,0.0
9837,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,22,2024-10-25,2024-11-07,active,129,85.7,5.76,51.51,0.0,0.0,0.0,0.0,4797.1,1338.72,3458.39,0,normal,0.0
9838,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,23,2024-11-08,2024-11-21,active,129,76.29,1.49,51.51,0.0,0.0,0.0,0.0,4097.54,947.01,3150.53,0,normal,0.0
9839,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,24,2024-11-22,2024-12-05,active,130,84.14,0.99,51.51,0.0,0.0,0.0,0.0,4386.5,891.75,3494.74,0,normal,0.0
9840,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,25,2024-12-06,2024-12-19,active,130,74.91,2.8,51.51,0.0,0.0,0.0,0.0,4056.77,882.61,3174.16,0,normal,0.0
9841,SYN-E00388,SYN-M0001,HR,Benefits,Denver,2,hourly,2014-03-20,,47.26,26,2024-12-20,2025-01-02,active,131,74.54,2.53,51.51,0.0,0.0,0.0,0.0,3917.81,981.63,2936.19,0,normal,0.0
9842,SYN-E00389,SYN-M0004,Operations,Supervisor,Austin,2,hourly,2015-12-19,,63.63,1,2024-01-05,2024-01-18,active,98,71.37,8.73,63.63,0.0,0.0,0.0,0.0,5418.1,1312.19,4105.91,0,normal,0.0
9843,SYN-E00389,SYN-M0004,Operations,Supervisor,Austin,2,hourly,2015-12-19,,63.63,2,2024-01-19,2024-02-01,active,98,84.42,8.32,63.63,0.0,0.0,0.0,0.0,6128.9,1378.22,4750.68,0,normal,0.0
