rank,employee_id,pay_period_index,final_anomaly_score,risk_category,primary_reason,secondary_reason,gross_pay,expected_gross_pay,difference_from_expected,peer_context,rule_reason_codes,dollars_at_risk,anomaly_category,explanation,rule_pay_after_termination,rule_duplicate_signature,rule_nonpositive_active_pay,rule_negative_net_pay,rule_net_exceeds_gross,rule_extreme_overtime,rule_large_manual_adjustment,rule_pay_rate_change
22,SYN-E00452,16,0.17647154958534117,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,5130.69,4846.57,284.1199999999999,3326.71,pay_rate_change,0.0,normal,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
23,SYN-E00379,16,0.17620893878364005,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7033.97,5727.625,1306.3450000000003,5169.87,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
24,SYN-E00073,16,0.17575800355162932,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1901.89,2567.6549999999997,-665.7649999999996,4262.67,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
25,SYN-E00220,16,0.17516004117031952,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,6029.05,3254.0,2775.05,5022.58,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
26,SYN-E00063,16,0.16375814963839114,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2789.43,2159.705,629.7249999999999,5424.78,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
27,SYN-E00077,16,0.16325192417869439,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7179.44,5409.014999999999,1770.4250000000002,6001.54,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
28,SYN-E00481,16,0.16281455008014895,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7409.48,6182.985,1226.495,6262.125,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
29,SYN-E00261,16,0.1594505641628881,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7006.35,7249.95,-243.59999999999945,4425.56,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
30,SYN-E00341,16,0.15835809398361952,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7458.55,7750.93,-292.3800000000001,5288.9349999999995,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
31,SYN-E00058,16,0.1582647137899501,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,3540.25,3807.285,-267.03499999999985,3540.25,pay_after_termination,0.0,normal,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
32,SYN-E00168,16,0.1582195531984053,low,Rule flag: negative_net_pay,Review recommended before treating the record as an approved exception,3252.87,3372.385,-119.51500000000033,3252.87,negative_net_pay,0.0,negative_net_pay,"Synthetic payroll record requires review: Rule flag: negative_net_pay. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,1,0,0,0,0
33,SYN-E00598,16,0.15711462221552405,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1840.23,2185.4449999999997,-345.2149999999997,3900.89,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
34,SYN-E00059,16,0.15427940981910812,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1946.9,1998.9699999999998,-52.06999999999971,4472.22,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
35,SYN-E00072,16,0.14888412892048786,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6001.54,4222.4349999999995,1779.1050000000005,6001.54,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
36,SYN-E00183,16,0.14489160670091392,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6651.05,6624.719999999999,26.330000000000837,3966.24,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
37,SYN-E00081,16,0.14374734899781497,low,High combined anomaly score,Review recommended before treating the record as an approved exception,1886.47,1875.8249999999998,10.64500000000021,3346.21,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
38,SYN-E00514,16,0.143547456444486,low,High combined anomaly score,Review recommended before treating the record as an approved exception,3409.79,3657.37,-247.57999999999993,3460.99,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
39,SYN-E00228,16,0.1424386040059472,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6328.56,5433.52,895.04,5121.4800000000005,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
40,SYN-E00114,16,0.142404754281097,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2030.43,1992.355,38.075000000000045,3923.085,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
41,SYN-E00553,16,0.14193419327129594,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7520.13,7609.21,-89.07999999999993,6140.585,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
42,SYN-E00107,16,0.14179365360499244,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6605.03,5941.585,663.4449999999997,4211.93,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
43,SYN-E00623,16,0.14068894675111152,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4903.8,3989.53,914.27,3800.24,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
44,SYN-E00533,16,0.13829110838619033,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,2681.07,3312.165,-631.0949999999998,6001.54,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
45,SYN-E00232,16,0.13801669220193985,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8017.29,8199.29,-182.0000000000009,8017.29,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
46,SYN-E00419,16,0.13717938359400278,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,4307.64,3961.705,345.9350000000004,4287.97,pay_rate_change,0.0,normal,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
47,SYN-E00165,16,0.13620256848550896,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2684.25,2810.06,-125.80999999999995,4403.7,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
48,SYN-E00145,16,0.13572573004668215,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,5639.47,5627.280000000001,12.1899999999996,3257.925,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
49,SYN-E00198,16,0.13534395928739468,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7171.66,7388.64,-216.98000000000047,5436.465,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
50,SYN-E00489,16,0.13485324644975233,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4175.72,2848.225,1327.4950000000003,3611.745,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
1,SYN-E00047,17,0.6245471237041227,medium,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,14962.57,4887.950000000001,10074.619999999999,4954.035,none,10226.2,gross_pay_spike,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
2,SYN-E00393,17,0.5839899727115259,medium,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,14559.0,5840.264999999999,8718.735,5269.31,none,8759.88,gross_pay_spike,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
3,SYN-E00451,17,0.3952248992874732,medium,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,9076.19,4073.825,5002.365000000001,4791.28,none,4950.65,retro_pay_outlier,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
4,SYN-E00307,17,0.35400256814015885,medium,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,12356.86,5427.345,6929.515,12356.86,none,7208.17,new_employee_large_payment,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
5,SYN-E00217,17,0.3512737123333106,medium,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,11047.03,6743.085,4303.945000000001,11047.03,pay_rate_change,4540.2,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
6,SYN-E00319,17,0.34774317764727875,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,8458.22,4289.764999999999,4168.455,4076.2700000000004,none,4229.11,duplicate_payment,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
7,SYN-E00108,17,0.3416230426611914,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,12176.09,5276.969999999999,6899.120000000001,12176.09,none,7102.72,new_employee_large_payment,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
8,SYN-E00284,17,0.32887456466050113,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,9615.17,6924.8150000000005,2690.3549999999996,4897.785,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
9,SYN-E00035,17,0.2884803209777545,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,7347.35,5168.215,2179.135,4411.25,pay_rate_change,2477.97,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
10,SYN-E00486,17,0.284044023230217,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7356.66,7345.174999999999,11.485000000000582,3004.9449999999997,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
11,SYN-E00107,17,0.2474012982020471,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7686.03,6370.37,1315.6599999999999,4155.46,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
12,SYN-E00647,17,0.24687153922604785,low,High combined anomaly score,Review recommended before treating the record as an approved exception,3973.42,3422.255,551.165,3973.42,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
13,SYN-E00320,17,0.227210601207327,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,6690.82,4284.094999999999,2406.7250000000004,5555.965,pay_rate_change,1796.48,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
14,SYN-E00095,17,0.2236026042465566,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6848.27,5108.48,1739.7900000000009,3950.69,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
15,SYN-E00592,17,0.22038078190788352,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,7280.78,3899.875,3380.9049999999997,6601.03,none,3640.39,duplicate_payment,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
16,SYN-E00305,17,0.21832813796013334,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,8046.0,8292.945,-246.9449999999997,5207.58,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
17,SYN-E00423,17,0.2108833567027386,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,4784.51,2853.66,1930.8500000000004,3914.5150000000003,pay_rate_change,1610.69,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
18,SYN-E00001,17,0.2103493623915135,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6578.31,6409.01,169.30000000000018,3468.32,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
19,SYN-E00477,17,0.20742479888737175,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,5720.21,2976.83,2743.38,5004.995,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
20,SYN-E00192,17,0.20741190303933077,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8325.95,5483.24,2842.710000000001,8325.95,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
21,SYN-E00533,17,0.20203580021379267,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,5638.88,3312.165,2326.715,5638.88,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
22,SYN-E00177,17,0.19905292640162925,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,3839.31,3596.355,242.95499999999993,3839.31,pay_after_termination,0.0,pay_after_termination,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
23,SYN-E00056,17,0.1959024384826976,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,6701.59,4517.46,2184.13,5701.0650000000005,pay_rate_change,2064.31,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
24,SYN-E00184,17,0.19320451735121075,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7937.25,6758.785,1178.4650000000001,6456.89,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
25,SYN-E00585,17,0.1923387629610373,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6222.36,5566.085,656.2749999999996,3152.12,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
26,SYN-E00317,17,0.1913317552641804,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6847.28,5588.8,1258.4799999999996,4960.07,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
27,SYN-E00039,17,0.18783365478379932,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7525.25,7720.955,-195.70499999999993,4783.13,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
28,SYN-E00603,17,0.18707107860508132,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5402.73,4460.780000000001,941.9499999999989,5026.625,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
29,SYN-E00002,17,0.18479154542586268,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,3094.44,3128.16,-33.7199999999998,3187.435,pay_after_termination,0.0,pay_after_termination,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
30,SYN-E00571,17,0.17782634098503222,low,High combined anomaly score,Review recommended before treating the record as an approved exception,3060.54,2898.515,162.0250000000001,4271.89,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
31,SYN-E00073,17,0.1728478625430023,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1900.48,2567.6549999999997,-667.1749999999997,4454.48,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
32,SYN-E00232,17,0.16937493746730464,low,High combined anomaly score,Review recommended before treating the record as an approved exception,8278.9,8088.030000000001,190.86999999999898,8278.9,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
33,SYN-E00316,17,0.16890037473143837,low,High combined anomaly score,Review recommended before treating the record as an approved exception,1666.08,2304.615,-638.5349999999999,3004.9449999999997,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
34,SYN-E00059,17,0.1651659892566571,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,2181.34,1961.125,220.21500000000015,4791.28,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
35,SYN-E00127,17,0.1639870032628981,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7105.04,7899.985000000001,-794.9450000000006,4538.18,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
36,SYN-E00240,17,0.16089106695363536,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,5920.98,6113.33,-192.35000000000036,2886.185,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
37,SYN-E00195,17,0.16075895914127836,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4861.39,3865.3,996.0900000000001,3946.8,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
38,SYN-E00341,17,0.15470262324459724,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7415.56,7624.424999999999,-208.86499999999887,5232.145,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
39,SYN-E00429,17,0.15339603321388395,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,3865.3,4011.54,-146.23999999999978,3885.5600000000004,pay_after_termination,0.0,pay_after_termination,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
40,SYN-E00476,17,0.1533921460927134,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,5322.26,3213.105,2109.155,5221.16,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
41,SYN-E00116,17,0.1521267438676876,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,5986.28,5012.34,973.9399999999996,3602.6549999999997,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
42,SYN-E00063,17,0.15183165350717215,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,2150.24,2408.915,-258.6750000000002,5269.31,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
43,SYN-E00261,17,0.15158668615761028,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6876.06,7105.665,-229.60499999999956,4261.54,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
44,SYN-E00077,17,0.1508323024680665,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6429.45,6026.985,402.46500000000015,5638.88,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
45,SYN-E00114,17,0.1495327907862105,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2087.22,1984.13,103.08999999999969,3948.81,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
46,SYN-E00210,17,0.1482640182279902,low,High combined anomaly score,Review recommended before treating the record as an approved exception,2311.06,2349.935,-38.875,3736.395,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
47,SYN-E00408,17,0.1474139190645318,low,High combined anomaly score,Review recommended before treating the record as an approved exception,3790.79,3188.555,602.2350000000001,3790.79,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
48,SYN-E00499,17,0.1467395640053739,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6760.12,5193.889999999999,1566.2300000000005,5228.62,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
49,SYN-E00245,17,0.14642185139207764,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6519.9,5970.965,548.9349999999995,4421.9349999999995,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
50,SYN-E00604,17,0.1460409575800426,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7259.85,7449.01,-189.15999999999985,5502.31,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
1,SYN-E00361,18,0.546991110453647,medium,Rule flag: extreme_overtime,Elevated overtime hours contribute to payroll risk,391799.02,7019.285,384779.73500000004,391799.02,extreme_overtime,384627.07,overtime_spike,"Synthetic payroll record requires review: Rule flag: extreme_overtime. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,1,0,0
